ResponseId,MainBranch,Age,Employment,EdLevel,Country
3113,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,Romania
3114,I am learning to code,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3115,I am a developer by profession,45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Belgium
3116,I am a developer by profession,25-34 years old,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
3117,I am a developer by profession,18-24 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
3118,I am a developer by profession,55-64 years old,"Independent contractor, freelancer, or self-employed;Retired","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Iran, Islamic Republic of..."
3119,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Poland
3120,I am a developer by profession,25-34 years old,"Employed, full-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3121,I am a developer by profession,45-54 years old,"Employed, full-time",Some college/university study without earning a degree,Germany
3122,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Czech Republic
3123,I code primarily as a hobby,18-24 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3124,I am a developer by profession,35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Slovenia
3125,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Finland
3126,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
3127,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",United States of America
3128,I code primarily as a hobby,18-24 years old,"Not employed, but looking for work",Some college/university study without earning a degree,Nepal
3129,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Germany
3130,I am a developer by profession,18-24 years old,"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ukraine
3131,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3132,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
3133,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
3134,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Greece
3135,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3136,I code primarily as a hobby,Under 18 years old,"Student, full-time;Student, part-time",Something else,Australia
3137,I am a developer by profession,25-34 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",Spain
3138,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
3139,I am a developer by profession,25-34 years old,"Employed, full-time;Student, part-time",Some college/university study without earning a degree,Sweden
3140,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Nepal
3141,I am a developer by profession,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",Netherlands
3142,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
3143,I am learning to code,18-24 years old,"Employed, full-time",Some college/university study without earning a degree,United Kingdom of Great Britain and Northern Ireland
3144,I am a developer by profession,18-24 years old,"Employed, full-time",Some college/university study without earning a degree,Ukraine
3145,I am a developer by profession,18-24 years old,"Employed, full-time",Some college/university study without earning a degree,Czech Republic
3146,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
3147,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Australia
3148,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
3149,I am a developer by profession,18-24 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Denmark
3150,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
3151,I code primarily as a hobby,18-24 years old,"Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bulgaria
3152,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Sweden
3153,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Germany
3154,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Austria
3155,I am a developer by profession,25-34 years old,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
3156,I am a developer by profession,25-34 years old,"Employed, full-time;Student, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3157,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
3158,I am learning to code,55-64 years old,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Sweden
3159,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
3160,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Austria
3161,I am a developer by profession,25-34 years old,"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Austria
3162,I am a developer by profession,35-44 years old,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Nigeria
3163,I am a developer by profession,18-24 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)","Iran, Islamic Republic of..."
3164,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Under 18 years old,"Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
3165,I code primarily as a hobby,25-34 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Sweden
3166,I am learning to code,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
3167,I am a developer by profession,35-44 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Norway
3168,I am a developer by profession,18-24 years old,"Student, part-time",Some college/university study without earning a degree,Israel
3169,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
3170,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",China
3171,I am a developer by profession,25-34 years old,"Employed, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Arab Emirates
3172,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3173,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
3174,I am learning to code,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Germany
3175,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3176,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Japan
3177,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,India
3178,I am a developer by profession,18-24 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
3179,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
3180,I am learning to code,18-24 years old,"Student, full-time;Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Poland
3181,I am a developer by profession,25-34 years old,"Student, part-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Netherlands
3182,I am a developer by profession,25-34 years old,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
3183,I am a developer by profession,35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Germany
3184,I code primarily as a hobby,18-24 years old,"Employed, part-time",Some college/university study without earning a degree,Hong Kong (S.A.R.)
3185,I am a developer by profession,18-24 years old,"Employed, full-time",Some college/university study without earning a degree,Australia
3186,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Spain
3187,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",Some college/university study without earning a degree,South Africa
3188,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Italy
3189,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
3190,I am a developer by profession,55-64 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Norway
3191,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Poland
3192,I am a developer by profession,18-24 years old,"Employed, full-time",Some college/university study without earning a degree,Poland
3193,I am a developer by profession,18-24 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
3194,I am learning to code,Prefer not to say,"Student, full-time",Some college/university study without earning a degree,Sri Lanka
3195,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Germany
3196,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
